S.No.,Zone,Circle,Division,Substation,FeederBay,Energy Meter Serial No.,InterfaceType,Month,Year,Import Energy(Transmission),Export Energy(Transmission),Name of Distribution S/S and/or 33kv and above Consumer feeder,Receipt Energy for Month,Name of Distribution Division,Name of Distribution Discom
293,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER PARASNA,MSP46323,T-D,June,2024,0,1729.2,PARSANA_24760,1729,EDD III SAIFAI,DAKSHINANCHAL
294,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER TRAUMA,MSP46316,T-D,June,2024,0,638.9,,,,
295,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER HEORA,MSP46318,T-D,June,2024,0,2381.4,HEORA_24515,2381,EDD III SAIFAI,DAKSHINANCHAL
296,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER RIMS,MSP46312,T-D,June,2024,0,1203.2,,,,
297,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER SAIFAI-III,MSP46313,T-D,June,2024,0,1436.8,SAIFAI 3_24821,1347,EDD III SAIFAI,DAKSHINANCHAL
298,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER SAIFAI-II,MSP46321,T-D,June,2024,0,1649,SAIFAI 2_24820,1792,EDD III SAIFAI,DAKSHINANCHAL
299,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER SAIFAI-I,MSP46314,T-D,June,2024,0,1880.2,SAIFAI 1_24819,1880,EDD III SAIFAI,DAKSHINANCHAL
300,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER FATEHPURA,MSP46322,T-D,June,2024,0,0,FATEHPURA_24473,1676,EDD III SAIFAI,DAKSHINANCHAL
301,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER DEHULI BERNAHAL,MSP46320,T-D,June,2024,0,5818.8,ASROHI_251723,1288,EDD III MAINPURI,DAKSHINANCHAL
,,,,,,,,,,,,BARNAHAL_251723,4530.6,EDD III MAINPURI,DAKSHINANCHAL
303,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER KARHAL,MSP46315,T-D,June,2024,0,0,KARHAL_251723,4682.4,EDD III MAINPURI,DAKSHINANCHAL
,,,,,,,,,,,,KARHAL_251723,4682.4,EDD III MAINPURI,DAKSHINANCHAL
305,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER SIMRAU,7252886,T-D,June,2024,0,5228.4,ANDANI_251723,1015,EDD III MAINPURI,DAKSHINANCHAL
,,,,,,,,,,,,SIMRAU_251723,3085.4,EDD III MAINPURI,DAKSHINANCHAL
307,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV BUS COUPLER,MSP46319,T-D,June,2024,0,0,,,,
308,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER TAKHRAU,Y0197642,T-D,June,2024,0,1629.8,BHUJIYA_251723,1128,EDD III MAINPURI,DAKSHINANCHAL
,,,,,,,,,,,,TAKHRAU_251723,875,EDD III MAINPURI,DAKSHINANCHAL
,,,,,,,,,,,,KURRA_251723,754.8,EDD III MAINPURI,DAKSHINANCHAL
311,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,132 KV DFCC ITGAON CIRCUIT-I,UPGE4121A,T-D,June,2024,47.42,2354.06,,,,
312,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S CHAKARNAGAR,33KV LAKHNA FEEDER,XB6580791,T-D,June,2024,0,2454.6,,,,
313,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S CHAKARNAGAR,33KV CHAKARNAGAR FEEDER,XB6580787,T-D,June,2024,0,1962.4,CHAKERNAGAR_24414,1962,EDD II ETAWAH,DAKSHINANCHAL
,,,,,,,,,,,,BHAREH_24382,1962,EDD II ETAWAH,DAKSHINANCHAL
,,,,,,,,,,,,CHAKERNAGAR TEHSEEL_24415,1962,EDD II ETAWAH,DAKSHINANCHAL
316,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S CHAKARNAGAR,33KV BUS COUPLER FEEDER,XB6580793,T-D,June,2024,0,79.8,,,,
317,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S CHAKARNAGAR,33KV HANUMANTPUR FEEDER,XB6569506,T-D,June,2024,0,1564.8,SAHSON HANUMANTPURA_24818,1565,EDD II ETAWAH,DAKSHINANCHAL
,,,,,,,,,,,,BITHOLI KARIAWALI_24405,1565,EDD II ETAWAH,DAKSHINANCHAL
319,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S CHAKARNAGAR,33KV DHAKATAL FEEDER,XB6580779,T-D,June,2024,0,689.2,DHAKATAL_24453,689,EDD II ETAWAH,DAKSHINANCHAL
320,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S CHAKARNAGAR,33KV BAKEWR-I FEEDER,XB6580786,T-D,June,2024,0,6697,EKDIL_22232,6697,EDD II ETAWAH,DAKSHINANCHAL
,,,,,,,,,,,,MANIKPUR MOHAN_24655,6697,EDD II ETAWAH,DAKSHINANCHAL
322,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S CHAKARNAGAR,33KV BAKEWAR-II FEEDER,XB6580790,T-D,June,2024,0,4853,BAKEWAR_24336,4853,EDD II ETAWAH,DAKSHINANCHAL
,,,,,,,,,,,,LAKHANA_24625,2455,EDD II ETAWAH,DAKSHINANCHAL
,,,,,,,,,,,,BAKEBER 2_22087,4853,EDD II ETAWAH,DAKSHINANCHAL
325,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S CHAKARNAGAR,"33KV BAHADURPUR, FEEDER",XB569508,T-D,June,2024,0,1073.8,BAHADUPUR DHAR_24332,1154,EDD II ETAWAH,DAKSHINANCHAL
326,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S CHAKARNAGAR,40MVAT/F 1st,UP-6695A,T-D,June,2024,0,9953.57,,,,
327,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S CHAKARNAGAR,40MVA T/F-2nd,UP-6696A,T-D,June,2024,0,9462.72,,,,
328,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S JASWANTNAGAR,33 KV BUS COUPLER BAY,SIEM0466,T-D,June,2024,0,0,,,,
329,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S JASWANTNAGAR,33 KV JASWANTNAGAR RURAL,SIEM0462,T-D,June,2024,0,6265.6,JASWANT NAGAR_22345,1648,EDD III SAIFAI,DAKSHINANCHAL
330,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S JASWANTNAGAR,33 KV JASWANTNAGAR(HV-I),SIEM0470,T-D,June,2024,0,6370.8,JASWANT NAGAR_22345,6370,EDD III SAIFAI,DAKSHINANCHAL
,,,,,,,,,,,,JUGAURA_24557,824,EDD III SAIFAI,DAKSHINANCHAL
,,,,,,,,,,,,BALRAI_24338,2967,EDD III SAIFAI,DAKSHINANCHAL
,,,,,,,,,,,,SIRSA BIBAMAU_24870,826,EDD III SAIFAI,DAKSHINANCHAL
334,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S JASWANTNAGAR,33 KV RAINAGAR,SIEM0464,T-D,June,2024,0,1061.2,RAINAGAR_24787,1061,EDD III SAIFAI,DAKSHINANCHAL
335,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S JASWANTNAGAR,33 KV SHAHJAHANPUR,SIEM0463,T-D,June,2024,0,3352,SHAHJHANPUR_24853,1676,EDD III SAIFAI,DAKSHINANCHAL
336,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S JASWANTNAGAR,33 KV MAHOLA,SIEM0461,T-D,June,2024,0,2007.2,MAHOLA_24643,2006,EDD III SAIFAI,DAKSHINANCHAL
337,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S JASWANTNAGAR,40 MVA TRANSFORMER IInd BAY,UPP40104,T-D,June,2024,0,0,,,,
338,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S JASWANTNAGAR,40MVA TRANSFORMER I BAY,UPP40103,T-D,June,2024,0,9532.56,,,,
339,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S JASWANTNAGAR,132 KV TSS SAIFAI BAY,UP-5241-A,T-D,June,2024,36.14,98.26,,,,
,,,,,,,,,,,,,,,
341,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,"132KV S/S KUNERA,ETAWAH",63MVA T/F I,UP0621A,T-D,June,2024,0,17541.75,,,,
342,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,"132KV S/S KUNERA,ETAWAH",63MVA T/F II,UP5159A,T-D,June,2024,0,26835.04,,,,
343,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,"132KV S/S KUNERA,ETAWAH",33 KV FEEDER ETAWAH,X1484978,T-D,June,2024,0,9160.8,MAINPURI FATAK_20107,9161,EDD I ETAWAH,DAKSHINANCHAL
,,,,,,,,,,,,GURU TEG BAHADUR_20162,9161,EDD I ETAWAH,DAKSHINANCHAL
345,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,"132KV S/S KUNERA,ETAWAH",33 KV FEEDER RAMLEELA,X1484931,T-D,June,2024,0,4507.2,RAM LEELA_20156,4507,EDD I ETAWAH,DAKSHINANCHAL
346,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,"132KV S/S KUNERA,ETAWAH",33 KV FEEDER RAJA KA BAG,X1484932,T-D,June,2024,0,1367.6,RAJA KA BAGH_20163,1368,EDD I ETAWAH,DAKSHINANCHAL
347,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,"132KV S/S KUNERA,ETAWAH",33KV FEEDER AWASH VIKAS,Y0197588,T-D,June,2024,0,1587.99,AWAS VIKAS_24275,1588,EDD I ETAWAH,DAKSHINANCHAL
348,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,"132KV S/S KUNERA,ETAWAH",33 KV FEEDER FRIENDS COLONY 1,Y0197541,T-D,June,2024,0,5645.6,FRIENDS COLONY - 1_20110,5646,EDD I ETAWAH,DAKSHINANCHAL
349,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,"132KV S/S KUNERA,ETAWAH",33 KV FEEDER DISTRICT COURT,Y0197559,T-D,June,2024,0,25.56,,,,
350,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,"132KV S/S KUNERA,ETAWAH",33 KV FEEDER CHAUBIA,UPP40489,T-D,June,2024,0,6094.4,BASREHAR_24362,3054,EDD II ETAWAH,DAKSHINANCHAL
,,,,,,,,,,,,CHAUBIA_24430,3040,EDD III SAIFAI,DAKSHINANCHAL
352,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,"132KV S/S KUNERA,ETAWAH",33 KV BUS COUPLER,UPP40492,T-D,June,2024,0,0,,,,
353,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,"132KV S/S KUNERA,ETAWAH",33 KV DISTRICT HOSPITAL,UPP40493,T-D,June,2024,0,109.15,,,,
354,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,"132KV S/S KUNERA,ETAWAH",33 KV FRIENDS COLONY 2,UPP40506,T-D,June,2024,0,6208.6,FRIENDS COLONY - 2_20157,6209,EDD I ETAWAH,DAKSHINANCHAL
355,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,"132KV S/S KUNERA,ETAWAH",33 KV FEEDER SUNDERPUR,UPP40449,T-D,June,2024,0,7407.8,SUNDER PUR_20108,7408,EDD I ETAWAH,DAKSHINANCHAL
356,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,"132KV S/S KUNERA,ETAWAH",33 KV FEEDER KUNERA,UPP40499,T-D,June,2024,0,3301,KUNERA_24614,3300,EDD III SAIFAI,DAKSHINANCHAL
357,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,"132KV S/S KUNERA,ETAWAH",33 KV ENGG+KALIWAHAN,7252884,T-D,June,2024,0,9864,ENGINEERING COLLEGE_20109,9689,EDD I ETAWAH,DAKSHINANCHAL
,,,,,,,,,,,,KALI WAHAN_20111,9689,EDD I ETAWAH,DAKSHINANCHAL
359,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,"132KV S/S KUNERA,ETAWAH",33 KV MOTHER DAIRY,UPP26125,T-D,June,2024,0,468.18,,,,
360,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,"132KV S/S KUNERA,ETAWAH",33KV FEEDER UDI SARAI BHUPAT,7252935,T-D,June,2024,0,5002.8,UDI_24907,3023,EDD II ETAWAH,DAKSHINANCHAL
,,,,,,,,,,,,PACHAYGANV_24736,3023,EDD II ETAWAH,DAKSHINANCHAL
,,,,,,,,,,,,SARAI BHUPAT_24833,1980,EDD III SAIFAI,DAKSHINANCHAL
363,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,"132KV S/S KUNERA,ETAWAH",63 MVA T/F III,UP-5138-A,T-D,June,2024,0,16120.58,,,,
364,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S TAKHA,20 MVA TRANSFORMER BAY,UP3304A,T-D,June,2024,0,3195.12,,,,
365,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S TAKHA,33 KV CHOPLA,XB577663,T-D,June,2024,0,2116,CHAOPULA_24424,2112,EDD III SAIFAI,DAKSHINANCHAL
366,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S TAKHA,33 KV BHARTIYA-KOTHI,YO292736,T-D,June,2024,0,967,BHARTIYA KOHTI_24384,967,EDD III SAIFAI,DAKSHINANCHAL
367,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S TAKHA,33 KV TAKHA,XB577661,T-D,June,2024,0,1596,TAKHA_24889,1595,EDD III SAIFAI,DAKSHINANCHAL
368,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S TAKHA,NAGARIYA SARABA,XB577660,T-D,June,2024,0,2232,NAGRIYA SARAWA_24701,1588,EDD III SAIFAI,DAKSHINANCHAL
369,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S TAKHA,33 KV BUS COUPLER,XB577659,T-D,June,2024,0,0,,,,
370,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S TAKHA,33KV FEEDER USRAHAR,XB577645,T-D,June,2024,0,3120,USHARAHAR_24918,3120,EDD III SAIFAI,DAKSHINANCHAL
371,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S TAKHA,"40 MVA TRANSFORMER BAY,",UP3303A,T-D,June,2024,0,6591.6,,,,
372,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,220KVSARH,33 KV PALI,UPP65392,T-D,June,2024,0,942.28,PALI_24706,942.28,EDD I KANPUR,DAKSHINANCHAL
373,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,220KVSARH,33 KV BHARU,UPP65394,T-D,June,2024,0,2579.54,BHARU_24386,2579.54,EDD I KANPUR,DAKSHINANCHAL
374,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,220KVSARH,33 KV NAVELI-I,UPP65393,T-D,June,2024,0,0.94,,,,
375,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,220KVSARH,33 KV NAVELI-II,UPP65389,T-D,June,2024,0,67.06,,,,
376,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,220KVSARH,33 KV SAMBHUA PAMP CANAL,UPP65390,T-D,June,2024,0,20.32,,,,
377,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,220KVSARH,33 KV PASEVA,UPP65388,T-D,June,2024,0,1755.5,PASEWA_24761,1303.46,EDD GHATAMPUR,DAKSHINANCHAL
,,,,,,,,,,,,KORIA_24600,452.04,EDD GHATAMPUR,DAKSHINANCHAL
379,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,220KVSARH,33 KV MURLIPUR PATARI,UPP65471,T-D,June,2024,0,420.4,MP PATARI_24676,420.4,EDD GHATAMPUR,DAKSHINANCHAL
380,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,220KVSARH,33 KV BUS COUPLER,UPP65480,T-D,June,2024,0,0,,,,
381,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,220KVSARH,33 KV SARH,UPP65391,T-D,June,2024,0,2564.3,SARH_24840,2564.38,EDD I KANPUR,DAKSHINANCHAL
382,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,220KVSARH,33 KV DFC-I,UPP65386,T-D,June,2024,0,60.59,DEFENCE CORRIDOR_22806,215.13,EDD I KANPUR,DAKSHINANCHAL
383,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,220KVSARH,33 KV DFC-II,UPP65387,T-D,June,2024,0,154.24,,,,
384,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVGHATAMPUR,33KV _Paras,X1215228,T-D,June,2024,0,1269.4,PARAS_24757,1269.4,EDD GHATAMPUR,DAKSHINANCHAL
385,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVGHATAMPUR,33KV_ Bus Coupler,X1215245,T-D,June,2024,0,0,,,,
386,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVGHATAMPUR,132KV Ghatampur-Ghatampur TSS line_Apex Main,UP0091A,T-D,June,2024,42.34,880.94,GHATAMPUR_24490,1490.39,EDD GHATAMPUR,DAKSHINANCHAL
387,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVGHATAMPUR,33 KV Shambhuwa-II,UP-4868A,T-D,June,2024,0,1956.91,,,,
388,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVGHATAMPUR,33KV Kripalpur (Revna),UP-4866A,T-D,June,2024,0,251.03,,,,
389,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVGHATAMPUR,33 KV Navedi,UP-4872A,T-D,June,2024,0,745.28,,,,
390,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVGHATAMPUR,33 KV Ghatampur Town,UP-4873A,T-D,June,2024,0,2812.63,,,,
391,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVGHATAMPUR,33 KV Shyodhari (Revna),UP-4867A,T-D,June,2024,0,2421.96,,,,
392,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVGHATAMPUR,33 KV Ghatampur Rural + Bhadras,UP-4869A,T-D,June,2024,0,2159.56,,,,
393,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVGHATAMPUR,33 KV Baripal (Gujjela),UP-4871A,T-D,June,2024,0,461.2,,,,
394,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVGHATAMPUR,33 KV Sajeti,UP-4870A,T-D,June,2024,0,2067.54,,,,
395,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVGHATAMPUR,33 KV SHAMBHUWA PUMP CANAL,UP-4865A,T-D,June,2024,0,5.03,,,,
396,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVGHATAMPUR,33 KV Neyvelli Lignite - I,UP-4862A,T-D,June,2024,0,208.19,,,,
397,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVGHATAMPUR,33 KV Neyvelli Lignite - II,UP-4861A,T-D,June,2024,0,210.43,,,,
398,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVGHATAMPUR,33 KV Pasewa (Baripal),UP-4863A,T-D,June,2024,0,912.86,,,,
399,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVGHATAMPUR,33 KV Moosanagar,UP-4864A,T-D,June,2024,0,2245.38,MOOSA NAGAR_24938,1801.77,EDD KANPUR DEHAT,DAKSHINANCHAL
400,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVGHATAMPUR,132 KV Ghatampur - Ghatampur TSS Line _Apex Check New,UP-4874A,T-D,June,2024,42.24,879.1,,,,
401,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVKRISHNANAGAR,33KV Krishna Nagar-I,GQQ5249809,T-D,June,2024,0,7631,RING ROAD,12165.28,HARRIS GANJ,KESCO
402,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVKRISHNANAGAR,33KV Ruma,VPC89502,T-D,June,2024,0,2550.1,ROOMA HAL,2550.1,HARRIS GANJ,KESCO
403,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVKRISHNANAGAR,33KV Pokherpur,GQQ5249751,T-D,June,2024,0,7512.3,POKHARPUR,11612.3,JAJMAU,KESCO
404,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVKRISHNANAGAR,33KV Air-Force-I + MES,GQQ5249824,T-D,June,2024,0,2789.08,,,,
405,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVKRISHNANAGAR,33KV Jajmau,GQQ5249750,T-D,June,2024,0,6781.84,CHABILEPURWA,10083.84,JAJMAU,KESCO
406,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVKRISHNANAGAR,33KV HAL-I,KAU08828,T-D,June,2024,0,758.16,,,,
407,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVKRISHNANAGAR,33KV HAL-II,UPP26088,T-D,June,2024,0,234.48,,,,
408,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVKRISHNANAGAR,33KV Krishna Nagar-II,GQQ5249753,T-D,June,2024,0,4534.28,RING ROAD,12165.28,HARRIS GANJ,KESCO
409,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVKRISHNANAGAR,33KV Kanshi Ram Hospital,VPC89500,T-D,June,2024,0,0,,,,
410,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVKRISHNANAGAR,33KV P.A.C,X1215211,T-D,June,2024,0,7621.6,37 PAC,4821.6,DAHELI SUJANPUR,KESCO
411,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVKRISHNANAGAR,33KV Bus coupler -II,7033898,T-D,June,2024,0,0,,,,
412,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVKRISHNANAGAR,33 KV _ GANGA POLLUTION,GQQ5249774,T-D,June,2024,0,1286.08,,,,
413,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVKRISHNANAGAR,33 KV Bus coupler -I,UPC89509,T-D,June,2024,0,0,,,,
414,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVKRISHNANAGAR,33 KV DELHI SUJANPUR NEW,X1484928,T-D,June,2024,0,3716.8,,,,
415,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVKRISHNANAGAR,33 KV AIR FORCE II NEW,X1484839,T-D,June,2024,0,230.8,,,,
416,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVKRISHNANAGAR,33 KV HARISHGANJ,X1484842,T-D,June,2024,0,6785.2,,,,
417,SOUTH-WEST,ETC Kanpur-II,ETD Kanpur-II,132KVKRISHNANAGAR,33 KV JK COTTON,X1215182,T-D,June,2024,0,293.8,,,,
